Category,Building,Level,Hitpoints,DPS,Cost,Time,Required Town Hall
Heroes,Barbarian King,88,10583,560,240000,6d,15
Heroes,Barbarian King,89,10710,567,250000,6d,15
Heroes,Barbarian King,90,10838,574,255000,6d,15
Heroes,Barbarian King,91,10965,581,280000,7d,16
Heroes,Barbarian King,92,11093,587,290000,7d,16
Heroes,Barbarian King,93,11220,594,300000,7d,16
Heroes,Barbarian King,94,11348,601,310000,7d,16
Heroes,Barbarian King,95,11475,608,320000,7d,16
Heroes,Barbarian King,96,11600,615,340000,8d,17
Heroes,Barbarian King,97,11725,622,350000,8d,17
Heroes,Barbarian King,98,11850,629,360000,8d,17
Heroes,Barbarian King,99,11975,636,370000,8d,17
Heroes,Barbarian King,100,12100,643,380000,8d,17
Heroes,Barbarian King,101,12225,650,400000,8d,18
Heroes,Barbarian King,102,12350,657,410000,8d,18
Heroes,Barbarian King,103,12475,664,420000,8d,18
Heroes,Barbarian King,104,12600,671,430000,8d,18
Heroes,Barbarian King,105,12725,678,450000,8d,18
Heroes,Battle Copter,15,2857,112,2500000,N/A,8
Heroes,Battle Copter,16,2885,116,2600000,5d,8
Heroes,Battle Copter,17,2915,119,2700000,5d,8
Heroes,Battle Copter,18,2943,123,2800000,5d,8
Heroes,Battle Copter,19,2972,126,2900000,5d,8
Heroes,Battle Copter,20,3003,130,3000000,5d,8
Heroes,Battle Copter,21,3032,134,3100000,5d,8
Heroes,Battle Copter,22,3062,137,3200000,5d,8
Heroes,Battle Copter,23,3094,141,3300000,5d,8
Heroes,Battle Copter,24,3124,144,3400000,5d,8
Heroes,Battle Copter,25,3155,148,3500000,5d,8
Heroes,Battle Copter,26,3187,153,3600000,6d,9
Heroes,Battle Copter,27,3220,157,3700000,6d,9
Heroes,Battle Copter,28,3252,162,3800000,6d,9
Heroes,Battle Copter,29,3285,166,3900000,6d,9
Heroes,Battle Copter,30,3318,171,4000000,6d,9
Heroes,Battle Copter,31,3348,175,4100000,7d,10
Heroes,Battle Copter,32,3375,180,4200000,7d,10
Heroes,Battle Copter,33,3402,184,4300000,7d,10
Heroes,Battle Copter,34,3429,189,4400000,7d,10
Heroes,Battle Copter,35,3456,193,4500000,7d,10
Heroes,Battle Machine,1,3000,125,900000,12h,5
Heroes,Battle Machine,2,3070,127,1000000,12h,5
Heroes,Battle Machine,3,3140,130,1100000,12h,5
Heroes,Battle Machine,4,3210,132,1200000,1d,5
Heroes,Battle Machine,5,3280,135,1300000,1d,5
Heroes,Battle Machine,6,3350,137,1500000,1d 12h,6
Heroes,Battle Machine,7,3420,140,1600000,1d 12h,6
Heroes,Battle Machine,8,3490,142,1700000,2d,6
Heroes,Battle Machine,9,3560,145,1800000,2d,6
Heroes,Battle Machine,10,3630,147,1900000,2d 12h,6
Heroes,Battle Machine,11,3700,150,2100000,2d 12h,7
Heroes,Battle Machine,12,3770,154,2200000,3d,7
Heroes,Battle Machine,13,3840,157,2300000,3d,7
Heroes,Battle Machine,14,3910,160,2400000,3d 12h,7
Heroes,Battle Machine,15,3980,164,2500000,3d 12h,7
Heroes,Battle Machine,16,4050,167,2600000,4d,7
Heroes,Battle Machine,17,4120,170,2700000,4d,7
Heroes,Battle Machine,18,4190,174,2800000,4d,7
Heroes,Battle Machine,19,4260,177,2900000,4d,7
Heroes,Battle Machine,20,4330,180,3000000,4d,7
Heroes,Battle Machine,21,4400,186,3100000,5d,8
Heroes,Battle Machine,22,4470,192,3200000,5d,8
Heroes,Battle Machine,23,4540,198,3300000,5d,8
Heroes,Battle Machine,24,4610,204,3400000,5d,8
Heroes,Battle Machine,25,4680,210,3500000,5d,8
Heroes,Battle Machine,26,4750,218,3600000,6d,9
Heroes,Battle Machine,27,4820,226,3700000,6d,9
Heroes,Battle Machine,28,4890,234,3800000,6d,9
Heroes,Battle Machine,29,4960,242,3900000,6d,9
Heroes,Battle Machine,30,5030,250,4000000,6d,9
Heroes,Battle Machine,31,5100,258,4100000,7d,10
Heroes,Battle Machine,32,5170,266,4200000,7d,10
Heroes,Battle Machine,33,5240,274,4300000,7d,10
Heroes,Battle Machine,34,5310,282,4400000,7d,10
Heroes,Battle Machine,35,5380,290,4500000,7d,10
Heroes,Grand Warden,1,850,43,1000000,N/A,90
Heroes,Grand Warden,2,868,44,1000000,2h,90
Heroes,Grand Warden,3,886,46,1100000,4h,90
Heroes,Grand Warden,4,904,48,1200000,8h,90
Heroes,Grand Warden,5,923,49,1400000,10h,97
Heroes,Grand Warden,6,942,51,1500000,12h,97
Heroes,Grand Warden,7,961,54,1700000,14h,97
Heroes,Grand Warden,8,982,56,1800000,16h,97
Heroes,Grand Warden,9,1003,59,2000000,18h,97
Heroes,Grand Warden,10,1025,61,2300000,20h,109
Heroes,Grand Warden,11,1048,64,2700000,1d,109
Heroes,Grand Warden,12,1072,66,3000000,1d,109
Heroes,Grand Warden,13,1097,70,3400000,1d,109
Heroes,Grand Warden,14,1122,73,3700000,1d,109
Heroes,Grand Warden,15,1148,77,4100000,1d,122
Heroes,Grand Warden,16,1173,80,4400000,1d,122
Heroes,Grand Warden,17,1199,83,4800000,1d,122
Heroes,Grand Warden,18,1224,87,5100000,1d,122
Heroes,Grand Warden,19,1250,90,5500000,1d,122
Heroes,Grand Warden,20,1275,94,6000000,1d,135
Heroes,Grand Warden,21,1301,98,6100000,1d,135
Heroes,Grand Warden,22,1327,102,6200000,1d,135
Heroes,Grand Warden,23,1354,106,6300000,1d,135
Heroes,Grand Warden,24,1381,111,6400000,1d,135
Heroes,Grand Warden,25,1409,116,6500000,1d,149
Heroes,Grand Warden,26,1438,121,6600000,1d 12h,149
Heroes,Grand Warden,27,1467,126,6700000,1d 12h,149
Heroes,Grand Warden,28,1497,131,6800000,1d 12h,149
Heroes,Grand Warden,29,1527,137,6900000,1d 12h,149
Heroes,Grand Warden,30,1558,143,7000000,1d 12h,165
Heroes,Grand Warden,31,1590,149,7100000,2d,165
Heroes,Grand Warden,32,1622,155,7200000,2d,165
Heroes,Grand Warden,33,1655,162,7300000,2d,165
Heroes,Grand Warden,34,1688,168,7400000,2d,165
Heroes,Grand Warden,35,1722,175,7500000,2d,182
Heroes,Grand Warden,36,1757,183,7600000,2d,182
Heroes,Grand Warden,37,1793,190,7700000,2d,182
Heroes,Grand Warden,38,1829,198,7800000,2d,182
Heroes,Grand Warden,39,1867,207,7900000,2d,182
Heroes,Grand Warden,40,1904,215,8000000,2d,202
Heroes,Grand Warden,41,1921,221,8300000,3d,202
Heroes,Grand Warden,42,1938,226,8600000,3d,202
Heroes,Grand Warden,43,1955,230,8900000,3d,202
Heroes,Grand Warden,44,1972,234,9200000,3d,202
Heroes,Grand Warden,45,1989,237,9500000,3d,211
Heroes,Grand Warden,46,2006,241,9800000,3d,211
Heroes,Grand Warden,47,2023,244,10100000,3d,211
Heroes,Grand Warden,48,2040,247,10400000,3d,211
Heroes,Grand Warden,49,2057,251,10700000,3d,211
Heroes,Grand Warden,50,2074,254,11000000,3d,220
Heroes,Grand Warden,51,2091,258,11400000,4d,220
Heroes,Grand Warden,52,2108,261,11800000,4d,220
Heroes,Grand Warden,53,2125,264,12200000,4d,220
Heroes,Grand Warden,54,2142,268,12600000,4d,220
Heroes,Grand Warden,55,2159,271,13000000,4d,229
Heroes,Grand Warden,56,2176,274,13400000,4d,229
Heroes,Grand Warden,57,2193,276,13800000,4d,229
Heroes,Grand Warden,58,2210,279,14200000,4d,229
Heroes,Grand Warden,59,2227,281,14600000,4d,229
Heroes,Grand Warden,60,2244,284,15000000,4d,238
Heroes,Grand Warden,61,2261,286,15500000,6d,238
Heroes,Grand Warden,62,2278,289,16000000,6d,238
Heroes,Grand Warden,63,2295,292,16500000,6d,238
Heroes,Grand Warden,64,2312,294,17000000,6d,238
Heroes,Grand Warden,65,2329,297,17500000,6d,247
Heroes,Grand Warden,66,2346,299,18000000,7d,247
Heroes,Grand Warden,67,2363,302,18500000,7d,247
Heroes,Grand Warden,68,2380,304,19000000,7d,247
Heroes,Grand Warden,69,2397,307,19500000,7d,247
Heroes,Grand Warden,70,2414,309,20000000,7d 12h,256
Heroes,Grand Warden,71,2431,312,20500000,8d,256
Heroes,Grand Warden,72,2448,315,21000000,8d,256
Heroes,Grand Warden,73,2465,318,21500000,8d,256
Heroes,Grand Warden,74,2482,321,22000000,8d,256
Heroes,Grand Warden,75,2499,324,22500000,8d,265
Heroes,Grand Warden,76,2516,327,24000000,8d,265
Heroes,Grand Warden,77,2533,330,25500000,8d,265
Heroes,Grand Warden,78,2550,333,27000000,8d,265
Heroes,Grand Warden,79,2567,336,28500000,8d,265
Heroes,Grand Warden,80,2584,339,30000000,8d,275
Heroes,Royal Champion,1,2508,340,N/A,N/A,400
Heroes,Royal Champion,2,2550,350,10000,4h,400
Heroes,Royal Champion,3,2593,360,15000,10h,400
Heroes,Royal Champion,4,2635,370,20000,12h,400
Heroes,Royal Champion,5,2678,375,25000,20h,500
Heroes,Royal Champion,6,2720,380,30000,1d,500
Heroes,Royal Champion,7,2763,385,35000,1d,500
Heroes,Royal Champion,8,2805,390,40000,1d,500
Heroes,Royal Champion,9,2848,396,45000,1d,500
Heroes,Royal Champion,10,2890,402,50000,1d,600
Heroes,Royal Champion,11,2933,408,53000,1d,600
Heroes,Royal Champion,12,2975,414,56000,1d,600
Heroes,Royal Champion,13,3018,420,59000,1d,600
Heroes,Royal Champion,14,3060,426,62000,1d,600
Heroes,Royal Champion,15,3103,432,65000,1d,700
Heroes,Royal Champion,16,3145,438,70000,1d 12h,700
Heroes,Royal Champion,17,3188,444,75000,1d 12h,700
Heroes,Royal Champion,18,3230,448,80000,1d 12h,700
Heroes,Royal Champion,19,3273,452,85000,1d 12h,700
Heroes,Royal Champion,20,3315,456,90000,1d 12h,800
Heroes,Royal Champion,21,3349,460,95000,2d,800
Heroes,Royal Champion,22,3383,465,100000,2d,800
Heroes,Royal Champion,23,3417,470,105000,2d,800
Heroes,Royal Champion,24,3451,474,110000,2d,800
Heroes,Royal Champion,25,3485,477,115000,2d,900
Heroes,Royal Champion,26,3519,480,120000,3d,900
Heroes,Royal Champion,27,3553,483,125000,3d,900
Heroes,Royal Champion,28,3587,486,130000,3d,900
Heroes,Royal Champion,29,3621,489,135000,3d,900
Heroes,Royal Champion,30,3655,492,140000,3d,"1,000"
Heroes,Royal Champion,31,3681,495,145000,4d,"1,000"
Heroes,Royal Champion,32,3706,498,150000,4d,"1,000"
Heroes,Royal Champion,33,3732,502,155000,4d,"1,000"
Heroes,Royal Champion,34,3757,506,160000,4d,"1,000"
Heroes,Royal Champion,35,3783,510,165000,4d,"1,100"
Heroes,Royal Champion,36,3808,514,170000,5d,"1,100"
Heroes,Royal Champion,37,3834,518,175000,5d,"1,100"
Heroes,Royal Champion,38,3859,522,180000,5d,"1,100"
Heroes,Royal Champion,39,3885,526,200000,5d,"1,100"
Heroes,Royal Champion,40,3910,530,220000,5d,"1,200"
Heroes,Royal Champion,41,3936,533,240000,5d,"1,200"
Heroes,Royal Champion,42,3961,536,260000,6d,"1,200"
Heroes,Royal Champion,43,3987,539,280000,6d 12h,"1,200"
Heroes,Royal Champion,44,4012,542,300000,7d,"1,200"
Heroes,Royal Champion,45,4038,545,320000,7d 12h,"1,300"
Heroes,Royal Champion,46,4064,548,340000,8d,"1,300"
Heroes,Royal Champion,47,4090,551,350000,8d,"1,300"
Heroes,Royal Champion,48,4116,554,360000,8d,"1,300"
Heroes,Royal Champion,49,4142,557,370000,8d,"1,300"
Heroes,Royal Champion,50,4168,560,380000,8d,"1,400"
Heroes,Royal Champion,51,4194,563,400000,8d,"1,400"
Heroes,Royal Champion,52,4220,566,410000,8d,"1,400"
Heroes,Royal Champion,53,4246,569,420000,8d,"1,400"
Heroes,Royal Champion,54,4272,572,430000,8d,"1,400"
Heroes,Royal Champion,55,4298,575,450000,8d,"1,500"
Pets,Angry Jelly,1,1450,112,N/A,N/A,10
Pets,Angry Jelly,2,1525,121,150000,3d,10
Pets,Angry Jelly,3,1600,130,160000,4d,10
Pets,Angry Jelly,4,1675,139,170000,5d,10
Pets,Angry Jelly,5,1750,148,180000,6d,10
Pets,Angry Jelly,6,1825,157,190000,7d,10
Pets,Angry Jelly,7,1900,166,200000,8d,10
Pets,Angry Jelly,8,1975,175,210000,8d,10
Pets,Angry Jelly,9,2050,184,220000,8d,10
Pets,Angry Jelly,10,2125,193,230000,8d,10
Pets,Diggy,1,3650,105,N/A,N/A,6
Pets,Diggy,2,3800,110,90000,1d 12h,6
Pets,Diggy,3,3950,115,105000,2d,6
Pets,Diggy,4,4100,120,120000,3d,6
Pets,Diggy,5,4250,125,130000,4d,6
Pets,Diggy,6,4400,130,140000,4d 12h,6
Pets,Diggy,7,4550,135,150000,5d,6
Pets,Diggy,8,4700,140,160000,5d 12h,6
Pets,Diggy,9,4850,145,170000,6d,6
Pets,Diggy,10,5000,150,180000,6d 12h,6
Pets,Electro Owl,1,1600,100,N/A,N/A,2
Pets,Electro Owl,2,1700,105,30000,1d 12h,2
Pets,Electro Owl,3,1800,110,45000,2d,2
Pets,Electro Owl,4,1900,115,60000,3d,2
Pets,Electro Owl,5,2000,120,75000,4d,2
Pets,Electro Owl,6,2100,125,90000,4d 12h,2
Pets,Electro Owl,7,2200,130,105000,5d,2
Pets,Electro Owl,8,2300,135,120000,5d 12h,2
Pets,Electro Owl,9,2400,140,135000,6d,2
Pets,Electro Owl,10,2500,145,150000,6d 12h,2
Pets,Electro Owl,11,2600,150,165000,7d,9
Pets,Electro Owl,12,2700,155,180000,8d,9
Pets,Electro Owl,13,2800,160,195000,8d,9
Pets,Electro Owl,14,2900,165,210000,8d,9
Pets,Electro Owl,15,3000,170,225000,8d,9
Pets,Frosty,1,2350,94,N/A,N/A,5
Pets,Frosty,2,2450,98,70000,1d 12h,5
Pets,Frosty,3,2550,102,85000,2d,5
Pets,Frosty,4,2650,106,100000,3d,5
Pets,Frosty,5,2800,110,115000,4d,5
Pets,Frosty,6,2900,114,130000,4d 12h,5
Pets,Frosty,7,3000,118,145000,5d,5
Pets,Frosty,8,3100,122,160000,5d 12h,5
Pets,Frosty,9,3200,126,170000,6d,5
Pets,Frosty,10,3300,130,180000,6d 12h,5
Pets,Frosty,11,3400,134,200000,7d,11
Pets,Frosty,12,3500,138,230000,8d,11
Pets,Frosty,13,3600,142,260000,8d,11
Pets,Frosty,14,3700,146,290000,8d,11
Pets,Frosty,15,3800,150,320000,8d,11
Pets,L.A.S.S.I,1,2800,160,N/A,N/A,1
Pets,L.A.S.S.I,2,2900,170,20000,1d,1
Pets,L.A.S.S.I,3,3000,180,30000,1d 12h,1
Pets,L.A.S.S.I,4,3100,190,40000,2d,1
Pets,L.A.S.S.I,5,3200,200,50000,2d 12h,1
Pets,L.A.S.S.I,6,3300,210,60000,3d,1
Pets,L.A.S.S.I,7,3400,220,70000,3d 12h,1
Pets,L.A.S.S.I,8,3500,230,80000,4d,1
Pets,L.A.S.S.I,9,3600,240,90000,4d 12h,1
Pets,L.A.S.S.I,10,3700,260,100000,5d,1
Pets,L.A.S.S.I,11,3850,290,110000,5d 12h,5
Pets,L.A.S.S.I,12,3950,310,120000,6d,5
Pets,L.A.S.S.I,13,4100,330,130000,6d 12h,5
Pets,L.A.S.S.I,14,4300,360,140000,7d,5
Pets,L.A.S.S.I,15,4500,400,150000,7d 12h,5
Pets,Mighty Yak,1,3750,60,N/A,N/A,3
Pets,Mighty Yak,2,4000,64,40000,1d,3
Pets,Mighty Yak,3,4250,68,50000,1d 12h,3
Pets,Mighty Yak,4,4500,72,60000,2d,3
Pets,Mighty Yak,5,4750,76,70000,2d 12h,3
Pets,Mighty Yak,6,4950,80,80000,3d,3
Pets,Mighty Yak,7,5100,84,90000,3d 12h,3
Pets,Mighty Yak,8,5250,88,100000,4d,3
Pets,Mighty Yak,9,5400,92,110000,4d 12h,3
Pets,Mighty Yak,10,5550,96,120000,5d,3
Pets,Mighty Yak,11,5700,100,130000,5d 12h,7
Pets,Mighty Yak,12,5850,104,140000,6d,7
Pets,Mighty Yak,13,6000,108,150000,6d 12h,7
Pets,Mighty Yak,14,6150,112,160000,7d,7
Pets,Mighty Yak,15,6300,116,170000,7d 12h,7
Pets,Phoenix,1,3120,178,N/A,N/A,8
Pets,Phoenix,2,3240,186,80000,1d 12h,8
Pets,Phoenix,3,3360,194,95000,2d,8
Pets,Phoenix,4,3480,202,110000,3d,8
Pets,Phoenix,5,3600,210,125000,4d,8
Pets,Phoenix,6,3720,218,140000,4d 12h,8
Pets,Phoenix,7,3840,226,155000,5d,8
Pets,Phoenix,8,3960,234,170000,5d 12h,8
Pets,Phoenix,9,4080,242,180000,6d,8
Pets,Phoenix,10,4200,250,190000,6d 12h,8
Pets,Poison Lizard,1,1400,181 / 80,N/A,N/A,7
Pets,Poison Lizard,2,1450,192 / 80,60000,1d,7
Pets,Poison Lizard,3,1500,203 / 80,75000,1d 12h,7
Pets,Poison Lizard,4,1550,214 / 80,90000,2d,7
Pets,Poison Lizard,5,1600,225 / 100,100000,2d 12h,7
Pets,Poison Lizard,6,1650,236 / 100,110000,3d,7
Pets,Poison Lizard,7,1700,247 / 100,120000,3d 12h,7
Pets,Poison Lizard,8,1800,258 / 100,130000,4d,7
Pets,Poison Lizard,9,1900,269 / 100,140000,4d 12h,7
Pets,Poison Lizard,10,2050,280 / 120,150000,5d,7
Pets,Poison Lizard,11,2100,291 / 120,180000,6d,11
Pets,Poison Lizard,12,2150,302 / 120,200000,7d,11
Pets,Poison Lizard,13,2200,313 / 120,220000,8d,11
Pets,Poison Lizard,14,2250,324 / 120,240000,8d,11
Pets,Poison Lizard,15,2300,335 / 140,260000,8d,11
Pets,Spirit Fox,1,1900,108,N/A,N/A,9
Pets,Spirit Fox,2,2000,116,150000,3d,9
Pets,Spirit Fox,3,2100,124,160000,4d,9
Pets,Spirit Fox,4,2200,132,170000,5d,9
Pets,Spirit Fox,5,2300,140,180000,5d 12h,9
Pets,Spirit Fox,6,2400,148,190000,6d,9
Pets,Spirit Fox,7,2500,156,200000,6d 12h,9
Pets,Spirit Fox,8,2600,164,210000,7d,9
Pets,Spirit Fox,9,2700,172,220000,7d 12h,9
Pets,Spirit Fox,10,2800,180,230000,8d,9
Pets,Unicorn,1,1400,,N/A,N/A,4
Pets,Unicorn,2,1450,,50000,1d 12h,4
Pets,Unicorn,3,1500,,65000,2d,4
Pets,Unicorn,4,1550,,80000,3d,4
Pets,Unicorn,5,1600,,95000,4d,4
Pets,Unicorn,6,1675,,110000,4d 12h,4
Pets,Unicorn,7,1725,,125000,5d,4
Pets,Unicorn,8,1800,,140000,5d 12h,4
Pets,Unicorn,9,1875,,155000,6d,4
Pets,Unicorn,10,1950,,170000,6d 12h,4
Pets,Unicorn,11,2025,,200000,7d,11
Pets,Unicorn,12,2100,,230000,8d,11
Pets,Unicorn,13,2175,,260000,8d,11
Pets,Unicorn,14,2250,,290000,8d,11
Pets,Unicorn,15,2325,,320000,8d,11
Resources,Clan Castle,1,600,,10000,N/A,2*
Resources,Clan Castle,2,1200,,50000,2h,4
Resources,Clan Castle,3,1800,,600000,12h,6
Resources,Clan Castle,4,2600,,1200000,1d,8
Resources,Clan Castle,5,3000,,2000000,1d 12h,9
Resources,Clan Castle,6,3400,,3000000,2d,10
Resources,Clan Castle,7,4000,,5000000,3d,11
Resources,Clan Castle,8,4400,,5000000,4d,12
Resources,Clan Castle,9,4800,,8000000,6d,13
Resources,Clan Castle,10,5200,,10000000,7d,14
Resources,Clan Castle,11,5400,,12000000,8d,15
Resources,Clan Castle,12,5600,,14500000,9d,16
Resources,Clan Castle,13,5800,,19000000,10d,17
Resources,Clan Castle,14,6000,,28000000,14d,18
Resources,Dark Elixir Drill,1,800,,180000,4h,7
Resources,Dark Elixir Drill,2,860,,270000,6h,7
Resources,Dark Elixir Drill,3,920,,540000,12h,7
Resources,Dark Elixir Drill,4,980,,900000,18h,9
Resources,Dark Elixir Drill,5,1060,,1200000,1d,9
Resources,Dark Elixir Drill,6,1160,,1800000,1d 12h,9
Resources,Dark Elixir Drill,7,1280,,2100000,1d 18h,10
Resources,Dark Elixir Drill,8,1380,,2400000,2d,11
Resources,Dark Elixir Drill,9,1480,,3700000,2d 12h,12
Resources,Dark Elixir Drill,10,1550,,5300000,3d,14
Resources,Dark Elixir Drill,11,1600,,12000000,6d,16
Resources,Dark Elixir Storage,1,2000,,250000,8h,7
Resources,Dark Elixir Storage,2,2200,,500000,16h,7
Resources,Dark Elixir Storage,3,2400,,1000000,1d,8
Resources,Dark Elixir Storage,4,2600,,1500000,1d 12h,8
Resources,Dark Elixir Storage,5,2900,,2000000,1d 16h,9
Resources,Dark Elixir Storage,6,3200,,2400000,2d,9
Resources,Dark Elixir Storage,7,3500,,3800000,3d,12
Resources,Dark Elixir Storage,8,3800,,5400000,3d 12h,13
Resources,Dark Elixir Storage,9,4100,,6600000,4d,14
Resources,Dark Elixir Storage,10,4300,,8000000,4d 12h,15
Resources,Dark Elixir Storage,11,4500,,10000000,5d,16
Resources,Dark Elixir Storage,12,4700,,16000000,7d,17
Resources,Dark Elixir Storage,13,4800,,25000000,13d,18
Resources,Elixir Collector,1,75,,150,5s,1
Resources,Elixir Collector,2,150,,300,15s,1
Resources,Elixir Collector,3,300,,700,1m,2
Resources,Elixir Collector,4,400,,1400,2m,2
Resources,Elixir Collector,5,500,,3000,5m,3
Resources,Elixir Collector,6,550,,7000,15m,3
Resources,Elixir Collector,7,600,,14000,30m,4
Resources,Elixir Collector,8,660,,28000,1h,4
Resources,Elixir Collector,9,720,,56000,1h 30m,5
Resources,Elixir Collector,10,780,,75000,2h,5
Resources,Elixir Collector,11,860,,85000,3h,7
Resources,Elixir Collector,12,960,,170000,4h,8
Resources,Elixir Collector,13,1080,,400000,5h,10
Resources,Elixir Collector,14,1180,,800000,6h,11
Resources,Elixir Collector,15,1280,,1200000,10h,12
Resources,Elixir Collector,16,1350,,2000000,1d,14
Resources,Elixir Collector,17,1400,,8000000,2d,16
Resources,Elixir Storage,1,150,,300,10s,1
Resources,Elixir Storage,2,300,,750,2m,2
Resources,Elixir Storage,3,450,,1500,5m,2
Resources,Elixir Storage,4,600,,3000,15m,3
Resources,Elixir Storage,5,800,,6000,30m,3
Resources,Elixir Storage,6,1000,,12000,1h,3
Resources,Elixir Storage,7,1250,,25000,2h,4
Resources,Elixir Storage,8,1500,,50000,3h,4
Resources,Elixir Storage,9,1700,,100000,4h,5
Resources,Elixir Storage,10,1900,,250000,5h,6
Resources,Elixir Storage,11,2100,,500000,6h,7
Resources,Elixir Storage,12,2500,,1000000,12h,11
Resources,Elixir Storage,13,2900,,1800000,18h,12
Resources,Elixir Storage,14,3300,,2800000,1d,13
Resources,Elixir Storage,15,3700,,3000000,2d,14
Resources,Elixir Storage,16,3900,,4000000,3d,15
Resources,Elixir Storage,17,4050,,5500000,4d,16
Resources,Elixir Storage,18,4200,,10000000,5d,17
Resources,Elixir Storage,19,4300,,18000000,12d 12h,18
Resources,Gold Mine,1,75,,150,5s,1
Resources,Gold Mine,2,150,,300,15s,1
Resources,Gold Mine,3,300,,700,1m,2
Resources,Gold Mine,4,400,,1400,2m,2
Resources,Gold Mine,5,500,,3000,5m,3
Resources,Gold Mine,6,550,,7000,15m,3
Resources,Gold Mine,7,600,,14000,30m,4
Resources,Gold Mine,8,660,,28000,1h,4
Resources,Gold Mine,9,720,,56000,1h 30m,5
Resources,Gold Mine,10,780,,75000,2h,5
Resources,Gold Mine,11,860,,85000,3h,7
Resources,Gold Mine,12,960,,170000,4h,8
Resources,Gold Mine,13,1080,,400000,5h,10
Resources,Gold Mine,14,1180,,800000,6h,11
Resources,Gold Mine,15,1280,,1200000,10h,12
Resources,Gold Mine,16,1350,,2000000,1d,14
Resources,Gold Mine,17,1400,,8000000,2d,16
Resources,Gold Storage,1,150,,300,10s,1
Resources,Gold Storage,2,300,,750,2m,2
Resources,Gold Storage,3,450,,1500,5m,2
Resources,Gold Storage,4,600,,3000,15m,3
Resources,Gold Storage,5,800,,6000,30m,3
Resources,Gold Storage,6,1000,,12000,1h,3
Resources,Gold Storage,7,1250,,25000,2h,4
Resources,Gold Storage,8,1500,,50000,3h,4
Resources,Gold Storage,9,1700,,100000,4h,5
Resources,Gold Storage,10,1900,,250000,5h,6
Resources,Gold Storage,11,2100,,500000,6h,7
Resources,Gold Storage,12,2500,,1000000,12h,11
Resources,Gold Storage,13,2900,,1800000,18h,12
Resources,Gold Storage,14,3300,,2800000,1d,13
Resources,Gold Storage,15,3700,,3000000,2d,14
Resources,Gold Storage,16,3900,,4000000,3d,15
Resources,Gold Storage,17,4050,,5500000,4d,16
Resources,Gold Storage,18,4200,,10000000,5d,17
Resources,Gold Storage,19,4300,,18000000,12d 12h,18
Traps,Air Bomb,1,,,4000,N/A,5
Traps,Air Bomb,2,,,20000,30m,5
Traps,Air Bomb,3,,,75000,1h,7
Traps,Air Bomb,4,,,300000,4h,9
Traps,Air Bomb,5,,,550000,8h,11
Traps,Air Bomb,6,,,800000,12h,12
Traps,Air Bomb,7,,,1000000,14h,13
Traps,Air Bomb,8,,,1200000,16h,13
Traps,Air Bomb,9,,,2000000,1d,14
Traps,Air Bomb,10,,,3000000,1d 12h,15
Traps,Air Bomb,11,,,5000000,2d,16
Traps,Air Bomb,12,,,9500000,3d,17
Traps,Air Bomb,13,,,15000000,9d,18
Traps,Bomb,1,,,400,N/A,3
Traps,Bomb,2,,,1000,1m,3
Traps,Bomb,3,,,10000,5m,5
Traps,Bomb,4,,,40000,40m,7
Traps,Bomb,5,,,100000,1h,8
Traps,Bomb,6,,,230000,2h,9
Traps,Bomb,7,,,330000,3h,10
Traps,Bomb,8,,,500000,4h,11
Traps,Bomb,9,,,750000,6h,13
Traps,Bomb,10,,,1300000,12h,14
Traps,Bomb,11,,,2500000,18h,15
Traps,Bomb,12,,,4000000,1d,16
Traps,Bomb,13,,,8500000,2d,17
Traps,Bomb,14,,,14000000,8d,18
Traps,Giant Bomb,1,,,12500,N/A,6
Traps,Giant Bomb,2,,,75000,1h,6
Traps,Giant Bomb,3,,,220000,3h,8
Traps,Giant Bomb,4,,,750000,4h,10
Traps,Giant Bomb,5,,,900000,10h,11
Traps,Giant Bomb,6,,,1300000,11h,13
Traps,Giant Bomb,7,,,1500000,12h,13
Traps,Giant Bomb,8,,,2000000,1d,14
Traps,Giant Bomb,9,,,3200000,2d,15
Traps,Giant Bomb,10,,,5500000,2d 12h,16
Traps,Giant Bomb,11,,,10000000,4d,17
Traps,Giant Bomb,12,,,17000000,10d 12h,18
Traps,Seeking Air Mine,1,,,12000,N/A,7
Traps,Seeking Air Mine,2,,,600000,6h,9
Traps,Seeking Air Mine,3,,,1200000,1d,10
Traps,Seeking Air Mine,4,,,2500000,1d 12h,13
Traps,Seeking Air Mine,5,,,5000000,2d,15
Traps,Seeking Air Mine,6,,,6500000,3d,16
Traps,Seeking Air Mine,7,,,12000000,5d,17
Traps,Seeking Air Mine,8,,,19000000,11d 12h,18
Traps,Skeleton Trap,1,,,6000,N/A,8
Traps,Skeleton Trap,2,,,250000,5h,8
Traps,Skeleton Trap,3,,,400000,8h,9
Traps,Skeleton Trap,4,,,1000000,12h,10
Traps,Skeleton Trap,5,,,18000000,7d,18
Traps,Spring Trap,1,,,2000,N/A,4
Traps,Spring Trap,2,,,130000,1h,7
Traps,Spring Trap,3,,,240000,2h,8
Traps,Spring Trap,4,,,350000,3h,9
Traps,Spring Trap,5,,,800000,4h,10
Traps,Spring Trap,6,,,1000000,6h,11
Traps,Spring Trap,7,,,1700000,8h,12
Traps,Spring Trap,8,,,2000000,12h,13
Traps,Spring Trap,9,,,3000000,18h,14
Traps,Spring Trap,10,,,4000000,1d,15
Traps,Spring Trap,11,,,6000000,2d,16
